source,target,type
job:O01150,cap:阻抗控制,requires_capability
job:O01150,cap:力控,requires_capability
job:O01150,cap:运动学,requires_capability
job:O01150,cap:动力学,requires_capability
job:O01150,cap:MPC,requires_capability
job:O01150,cap:仿真,requires_capability
job:O01150,cap:嵌入式开发,requires_capability
job:O01150,cap:Linux,requires_capability
job:O01323,cap:自然语言处理,requires_capability
job:O01323,cap:多模态,requires_capability
job:O02053,cap:强化学习,requires_capability
job:O02053,cap:计算机视觉,requires_capability
job:O02053,cap:运动学,requires_capability
job:O02053,cap:目标检测,requires_capability
job:O02053,cap:传感器,requires_capability
job:O02053,cap:标定,requires_capability
job:O03501,cap:Python,requires_capability
job:O03501,cap:C,requires_capability
job:O07944,cap:C++,requires_capability
job:O07944,cap:路径规划,requires_capability
job:O07944,cap:运动学,requires_capability
job:O00298,cap:Java,requires_capability
job:O00298,cap:Kubernetes,requires_capability
job:O00812,cap:C++,requires_capability
job:O00812,cap:运动学,requires_capability
job:O00812,cap:动力学,requires_capability
job:O00812,cap:数据采集,requires_capability
job:O03065,cap:SolidWorks,requires_capability
job:O03065,cap:Creo,requires_capability
job:O03065,cap:NX/UG,requires_capability
job:O01254,cap:数据采集,requires_capability
job:O01254,cap:数据标注,requires_capability
job:O01626,cap:C++,requires_capability
job:O01626,cap:PyTorch,requires_capability
job:O01626,cap:TensorFlow,requires_capability
job:O01626,cap:TensorRT,requires_capability
job:O01626,cap:CUDA,requires_capability
job:O01626,cap:深度学习,requires_capability
job:O01626,cap:机器学习,requires_capability
job:O01626,cap:多模态,requires_capability
job:O01626,cap:目标检测,requires_capability
job:O01626,cap:语义分割,requires_capability
job:O01626,cap:传感器,requires_capability
job:O01626,cap:Linux,requires_capability
job:O01626,cap:数据标注,requires_capability
job:O01220,cap:FPGA,requires_capability
job:O07866,cap:NX/UG,requires_capability
job:O00645,cap:数据采集,requires_capability
job:O01911,cap:C++,requires_capability
job:O01911,cap:嵌入式开发,requires_capability
job:O01911,cap:传感器,requires_capability
job:O00271,cap:Python,requires_capability
job:O00279,cap:Python,requires_capability
job:O01260,cap:数据采集,requires_capability
job:O01260,cap:数据标注,requires_capability
job:O00101,cap:嵌入式开发,requires_capability
job:O00717,cap:强化学习,requires_capability
job:O00717,cap:多模态,requires_capability
job:O00717,cap:端到端学习,requires_capability
job:O00717,cap:仿真,requires_capability
job:O00020,cap:SolidWorks,requires_capability
job:O00020,cap:NX/UG,requires_capability
job:O01645,cap:SolidWorks,requires_capability
job:O01645,cap:Creo,requires_capability
job:O01027,cap:嵌入式开发,requires_capability
job:O03492,cap:C++,requires_capability
job:O02310,cap:机器学习,requires_capability
job:O02310,cap:计算机视觉,requires_capability
job:O00372,cap:CI/CD,requires_capability
job:O08151,cap:C++,requires_capability
job:O08151,cap:强化学习,requires_capability
job:O08151,cap:深度学习,requires_capability
job:O08151,cap:计算机视觉,requires_capability
job:O08151,cap:自然语言处理,requires_capability
job:O08151,cap:Prompt Engineering,requires_capability
job:O00391,cap:深度学习,requires_capability
job:O00391,cap:多模态,requires_capability
job:O00233,cap:仿真,requires_capability
job:O08103,cap:嵌入式开发,requires_capability
job:O01068,cap:计算机视觉,requires_capability
job:O01068,cap:NeRF/3DGS,requires_capability
job:O01068,cap:仿真,requires_capability
job:O00656,cap:C++,requires_capability
job:O00656,cap:Isaac Sim/Lab,requires_capability
job:O00656,cap:MuJoCo,requires_capability
job:O00656,cap:强化学习,requires_capability
job:O00656,cap:运动学,requires_capability
job:O00656,cap:动力学,requires_capability
job:O00656,cap:仿真,requires_capability
job:O00656,cap:传感器,requires_capability
job:O02281,cap:嵌入式开发,requires_capability
job:O02281,cap:电机驱动,requires_capability
job:O02282,cap:嵌入式开发,requires_capability
job:O02282,cap:电机驱动,requires_capability
job:O00194,cap:传感器,requires_capability
job:O02057,cap:PCB设计,requires_capability
job:O02057,cap:SolidWorks,requires_capability
job:O07961,cap:运动控制,requires_capability
job:O07961,cap:MCU,requires_capability
job:O07961,cap:CAN,requires_capability
job:O07961,cap:EtherCAT,requires_capability
job:O07960,cap:C++,requires_capability
job:O07960,cap:运动控制,requires_capability
job:O07960,cap:嵌入式开发,requires_capability
job:O07960,cap:MCU,requires_capability
job:O07960,cap:CAN,requires_capability
job:O07960,cap:电机驱动,requires_capability
job:O07960,cap:传感器,requires_capability
job:O01261,cap:数据采集,requires_capability
job:O01261,cap:数据标注,requires_capability
job:O00253,cap:SolidWorks,requires_capability
job:O00616,cap:C++,requires_capability
job:O00616,cap:ROS/ROS2,requires_capability
job:O00616,cap:传感器,requires_capability
job:O00616,cap:Linux,requires_capability
job:O00616,cap:Docker,requires_capability
job:O00616,cap:CI/CD,requires_capability
job:O00230,cap:电机驱动,requires_capability
job:O02111,cap:Python,requires_capability
job:O02111,cap:C++,requires_capability
job:O00847,cap:端到端学习,requires_capability
job:O01963,cap:SolidWorks,requires_capability
job:O01963,cap:Creo,requires_capability
job:O01183,cap:TensorFlow,requires_capability
job:O01183,cap:VLA,requires_capability
job:O01183,cap:LLM,requires_capability
job:O01183,cap:深度学习,requires_capability
job:O01183,cap:多模态,requires_capability
job:O01183,cap:嵌入式开发,requires_capability
job:O01183,cap:Docker,requires_capability
job:O01183,cap:Kubernetes,requires_capability
job:O01183,cap:CI/CD,requires_capability
job:O01956,cap:SolidWorks,requires_capability
job:O01956,cap:Creo,requires_capability
job:O01184,cap:TensorFlow,requires_capability
job:O01184,cap:VLA,requires_capability
job:O01184,cap:LLM,requires_capability
job:O01184,cap:深度学习,requires_capability
job:O01184,cap:多模态,requires_capability
job:O01184,cap:嵌入式开发,requires_capability
job:O01184,cap:Docker,requires_capability
job:O01184,cap:Kubernetes,requires_capability
job:O01184,cap:CI/CD,requires_capability
job:O01672,cap:Python,requires_capability
job:O01672,cap:C++,requires_capability
job:O01672,cap:ROS/ROS2,requires_capability
job:O01672,cap:运动控制,requires_capability
job:O01672,cap:Linux,requires_capability
job:O00663,cap:PyTorch,requires_capability
job:O00663,cap:ROS/ROS2,requires_capability
job:O00663,cap:VLA,requires_capability
job:O00663,cap:多模态,requires_capability
job:O00663,cap:端到端学习,requires_capability
job:O00662,cap:PyTorch,requires_capability
job:O00662,cap:多模态,requires_capability
job:O00662,cap:端到端学习,requires_capability
job:O00662,cap:运动控制,requires_capability
job:O00662,cap:力控,requires_capability
job:O00662,cap:运动学,requires_capability
job:O00662,cap:MPC,requires_capability
job:O00662,cap:仿真,requires_capability
job:O00662,cap:数据采集,requires_capability
job:O01801,cap:仿真,requires_capability
job:O01801,cap:电机驱动,requires_capability
job:O08132,cap:C++,requires_capability
job:O08132,cap:嵌入式开发,requires_capability
job:O07945,cap:C++,requires_capability
job:O07945,cap:计算机视觉,requires_capability
job:O08153,cap:C++,requires_capability
job:O08153,cap:强化学习,requires_capability
job:O08153,cap:深度学习,requires_capability
job:O08153,cap:计算机视觉,requires_capability
job:O08153,cap:自然语言处理,requires_capability
job:O08153,cap:Prompt Engineering,requires_capability
job:O02106,cap:C++,requires_capability
job:O02106,cap:自然语言处理,requires_capability
job:O02106,cap:端到端学习,requires_capability
job:O00705,cap:C++,requires_capability
job:O00705,cap:ROS/ROS2,requires_capability
job:O00705,cap:运动控制,requires_capability
job:O00705,cap:路径规划,requires_capability
job:O00705,cap:轨迹优化,requires_capability
job:O00705,cap:MPC,requires_capability
job:O02124,cap:C++,requires_capability
job:O02124,cap:自然语言处理,requires_capability
job:O02124,cap:端到端学习,requires_capability
job:O01701,cap:C++,requires_capability
job:O01701,cap:嵌入式开发,requires_capability
job:O01701,cap:传感器,requires_capability
job:O01701,cap:数据采集,requires_capability
job:O00841,cap:运动控制,requires_capability
job:O00841,cap:仿真,requires_capability
job:O00841,cap:电机驱动,requires_capability
job:O00841,cap:传感器,requires_capability
job:O00821,cap:运动控制,requires_capability
job:O00821,cap:传感器,requires_capability
job:O00551,cap:PyTorch,requires_capability
job:O00551,cap:JAX,requires_capability
job:O00551,cap:VLA,requires_capability
job:O00551,cap:LLM,requires_capability
job:O00551,cap:模仿学习,requires_capability
job:O00551,cap:Transformer,requires_capability
job:O00551,cap:Diffusion,requires_capability
job:O00551,cap:多模态,requires_capability
job:O00711,cap:PyTorch,requires_capability
job:O00711,cap:JAX,requires_capability
job:O00711,cap:VLA,requires_capability
job:O00711,cap:LLM,requires_capability
job:O00711,cap:模仿学习,requires_capability
job:O00711,cap:Transformer,requires_capability
job:O00711,cap:Diffusion,requires_capability
job:O00711,cap:多模态,requires_capability
job:O01753,cap:传感器,requires_capability
job:O01353,cap:LLM,requires_capability
job:O01353,cap:多模态,requires_capability
job:O01353,cap:Prompt Engineering,requires_capability
job:O01353,cap:数据标注,requires_capability
job:O01388,cap:嵌入式开发,requires_capability
job:O01258,cap:数据采集,requires_capability
job:O01258,cap:数据标注,requires_capability
job:O03474,cap:C++,requires_capability
job:O03474,cap:端到端学习,requires_capability
job:O03474,cap:嵌入式开发,requires_capability
job:O03474,cap:Linux,requires_capability
job:O01889,cap:Go,requires_capability
job:O01981,cap:CI/CD,requires_capability
job:O02003,cap:Go,requires_capability
job:O02003,cap:Git,requires_capability
job:O02002,cap:Go,requires_capability
job:O02002,cap:Git,requires_capability
job:O08012,cap:C++,requires_capability
job:O08012,cap:嵌入式开发,requires_capability
job:O08227,cap:仿真,requires_capability
job:O08227,cap:电机驱动,requires_capability
job:O01803,cap:深度学习,requires_capability
job:O01803,cap:多模态,requires_capability
job:O01803,cap:仿真,requires_capability
job:O01803,cap:嵌入式开发,requires_capability
job:O01803,cap:传感器,requires_capability
job:O01803,cap:标定,requires_capability
job:O02015,cap:端到端学习,requires_capability
job:O02015,cap:数据采集,requires_capability
job:O00415,cap:深度学习,requires_capability
job:O00415,cap:多模态,requires_capability
job:O08195,cap:多模态,requires_capability
job:O08195,cap:数据采集,requires_capability
job:O08195,cap:标定,requires_capability
job:O08069,cap:仿真,requires_capability
job:O08069,cap:电机驱动,requires_capability
job:O08069,cap:传感器,requires_capability
job:O08069,cap:SolidWorks,requires_capability
job:O08069,cap:Creo,requires_capability
job:O08069,cap:NX/UG,requires_capability
job:O01396,cap:SolidWorks,requires_capability
job:O01819,cap:Python,requires_capability
job:O01819,cap:C++,requires_capability
job:O01817,cap:深度学习,requires_capability
job:O01817,cap:多模态,requires_capability
job:O01817,cap:仿真,requires_capability
job:O00512,cap:Linux,requires_capability
job:O00512,cap:Agent,requires_capability
job:O02469,cap:仿真,requires_capability
job:O02469,cap:MCU,requires_capability
job:O00472,cap:Linux,requires_capability
job:O00472,cap:Agent,requires_capability
job:O02011,cap:Python,requires_capability
job:O02011,cap:C++,requires_capability
job:O02011,cap:Go,requires_capability
job:O02011,cap:ROS/ROS2,requires_capability
job:O02011,cap:Kubernetes,requires_capability
job:O02011,cap:CI/CD,requires_capability
job:O02278,cap:C++,requires_capability
job:O02278,cap:CI/CD,requires_capability
job:O02278,cap:NX/UG,requires_capability
job:O01113,cap:C++,requires_capability
job:O01113,cap:Gazebo,requires_capability
job:O01113,cap:MuJoCo,requires_capability
job:O01113,cap:仿真,requires_capability
job:O01361,cap:PyTorch,requires_capability
job:O01361,cap:深度学习,requires_capability
job:O01361,cap:机器学习,requires_capability
job:O01361,cap:计算机视觉,requires_capability
job:O01361,cap:自然语言处理,requires_capability
job:O01361,cap:多模态,requires_capability
job:O01381,cap:电机驱动,requires_capability
job:O01381,cap:传感器,requires_capability
job:O02127,cap:运动学,requires_capability
job:O02127,cap:动力学,requires_capability
job:O02127,cap:电机驱动,requires_capability
job:O02127,cap:标定,requires_capability
job:O03459,cap:传感器,requires_capability
job:O01083,cap:C++,requires_capability
job:O01083,cap:Gazebo,requires_capability
job:O01083,cap:MuJoCo,requires_capability
job:O01083,cap:仿真,requires_capability
job:O00774,cap:C++,requires_capability
job:O00774,cap:Gazebo,requires_capability
job:O00774,cap:MuJoCo,requires_capability
job:O00774,cap:仿真,requires_capability
job:O07987,cap:Python,requires_capability
job:O07987,cap:PyTorch,requires_capability
job:O07987,cap:强化学习,requires_capability
job:O07987,cap:深度学习,requires_capability
job:O07987,cap:多模态,requires_capability
job:O00105,cap:C++,requires_capability
job:O00105,cap:深度学习,requires_capability
job:O00105,cap:机器学习,requires_capability
job:O00105,cap:目标检测,requires_capability
job:O00105,cap:嵌入式开发,requires_capability
job:O00113,cap:传感器,requires_capability
job:O01377,cap:嵌入式开发,requires_capability
job:O01377,cap:CAN,requires_capability
job:O01377,cap:Linux,requires_capability
job:O01377,cap:CI/CD,requires_capability
job:O03513,cap:Python,requires_capability
job:O03513,cap:强化学习,requires_capability
job:O02026,cap:Python,requires_capability
job:O02026,cap:C++,requires_capability
job:O02230,cap:多模态,requires_capability
job:O02230,cap:传感器,requires_capability
job:O02230,cap:标定,requires_capability
job:O02228,cap:多模态,requires_capability
job:O02228,cap:传感器,requires_capability
job:O02228,cap:标定,requires_capability
job:O01838,cap:嵌入式开发,requires_capability
job:O01838,cap:MCU,requires_capability
job:O01355,cap:C++,requires_capability
job:O01355,cap:力控,requires_capability
job:O01355,cap:电机驱动,requires_capability
job:O01355,cap:传感器,requires_capability
job:O08221,cap:嵌入式开发,requires_capability
job:O08221,cap:电机驱动,requires_capability
job:O08221,cap:传感器,requires_capability
job:O07962,cap:C++,requires_capability
job:O07962,cap:运动控制,requires_capability
job:O07962,cap:嵌入式开发,requires_capability
job:O07962,cap:MCU,requires_capability
job:O07962,cap:CAN,requires_capability
job:O07962,cap:EtherCAT,requires_capability
job:O07962,cap:电机驱动,requires_capability
job:O07962,cap:传感器,requires_capability
job:O01010,cap:强化学习,requires_capability
job:O01010,cap:多模态,requires_capability
job:O01010,cap:端到端学习,requires_capability
job:O01010,cap:DevOps,requires_capability
job:O00882,cap:VLA,requires_capability
job:O00882,cap:LLM,requires_capability
job:O00882,cap:多模态,requires_capability
job:O00882,cap:仿真,requires_capability
job:O00882,cap:数据采集,requires_capability
job:O08233,cap:仿真,requires_capability
job:O08233,cap:电机驱动,requires_capability
job:O08233,cap:传感器,requires_capability
job:O08233,cap:数据采集,requires_capability
job:O00862,cap:深度学习,requires_capability
job:O00862,cap:计算机视觉,requires_capability
job:O00862,cap:多模态,requires_capability
job:O00862,cap:NeRF/3DGS,requires_capability
job:O01211,cap:深度学习,requires_capability
job:O01211,cap:计算机视觉,requires_capability
job:O01211,cap:多模态,requires_capability
job:O01211,cap:NeRF/3DGS,requires_capability
job:O03324,cap:PCB设计,requires_capability
job:O02305,cap:电机驱动,requires_capability
job:O01028,cap:Python,requires_capability
job:O01028,cap:C++,requires_capability
job:O01028,cap:Isaac Sim/Lab,requires_capability
job:O01028,cap:MuJoCo,requires_capability
job:O01028,cap:强化学习,requires_capability
job:O01028,cap:运动学,requires_capability
job:O01028,cap:动力学,requires_capability
job:O01028,cap:仿真,requires_capability
job:O01028,cap:传感器,requires_capability
job:O00223,cap:C++,requires_capability
job:O00378,cap:PCB设计,requires_capability
job:O00723,cap:嵌入式开发,requires_capability
job:O01638,cap:C++,requires_capability
job:O01638,cap:计算机视觉,requires_capability
job:O01638,cap:传感器,requires_capability
job:O01638,cap:标定,requires_capability
job:O01219,cap:C++,requires_capability
job:O01219,cap:传感器,requires_capability
job:O01219,cap:标定,requires_capability
job:O02042,cap:PCB设计,requires_capability
job:O00651,cap:强化学习,requires_capability
job:O00651,cap:自然语言处理,requires_capability
job:O00651,cap:端到端学习,requires_capability
job:O00651,cap:Agent,requires_capability
job:O02864,cap:C++,requires_capability
job:O02864,cap:MATLAB,requires_capability
job:O02864,cap:计算机视觉,requires_capability
job:O01800,cap:PyTorch,requires_capability
job:O01800,cap:强化学习,requires_capability
job:O01800,cap:机器学习,requires_capability
job:O01800,cap:多模态,requires_capability
job:O01800,cap:运动学,requires_capability
job:O01800,cap:仿真,requires_capability
job:O01800,cap:标定,requires_capability
job:O03471,cap:仿真,requires_capability
job:O01805,cap:PyTorch,requires_capability
job:O01805,cap:强化学习,requires_capability
job:O01805,cap:机器学习,requires_capability
job:O01805,cap:多模态,requires_capability
job:O01805,cap:运动学,requires_capability
job:O01805,cap:仿真,requires_capability
job:O01805,cap:标定,requires_capability
job:O01480,cap:电机驱动,requires_capability
job:O01086,cap:多模态,requires_capability
job:O01086,cap:Agent,requires_capability
job:O01000,cap:Python,requires_capability
job:O01000,cap:C++,requires_capability
job:O01000,cap:PyTorch,requires_capability
job:O01000,cap:TensorFlow,requires_capability
job:O01000,cap:深度学习,requires_capability
job:O01000,cap:DSP,requires_capability
job:O00476,cap:Agent,requires_capability
job:O01408,cap:Python,requires_capability
job:O01408,cap:C++,requires_capability
job:O01408,cap:ROS/ROS2,requires_capability
job:O01408,cap:路径规划,requires_capability
job:O01408,cap:轨迹优化,requires_capability
job:O01408,cap:运动学,requires_capability
job:O01408,cap:动力学,requires_capability
job:O07918,cap:运动控制,requires_capability
job:O00565,cap:嵌入式开发,requires_capability
job:O00565,cap:电机驱动,requires_capability
job:O00565,cap:传感器,requires_capability
job:O00461,cap:力控,requires_capability
job:O00461,cap:电机驱动,requires_capability
job:O08155,cap:C++,requires_capability
job:O00432,cap:C++,requires_capability
job:O00432,cap:Java,requires_capability
job:O00432,cap:深度学习,requires_capability
job:O00432,cap:计算机视觉,requires_capability
job:O00432,cap:传感器,requires_capability
job:O00432,cap:数据采集,requires_capability
job:O00432,cap:标定,requires_capability
job:O00425,cap:C++,requires_capability
job:O00425,cap:Java,requires_capability
job:O00425,cap:深度学习,requires_capability
job:O00425,cap:计算机视觉,requires_capability
job:O00425,cap:传感器,requires_capability
job:O00425,cap:数据采集,requires_capability
job:O00425,cap:标定,requires_capability
job:O01389,cap:多模态,requires_capability
job:O01389,cap:RAG,requires_capability
job:O01094,cap:嵌入式开发,requires_capability
job:O01094,cap:电机驱动,requires_capability
job:O01094,cap:传感器,requires_capability
job:O00454,cap:C++,requires_capability
job:O00454,cap:TensorFlow,requires_capability
job:O00454,cap:深度学习,requires_capability
job:O00454,cap:计算机视觉,requires_capability
job:O00454,cap:自然语言处理,requires_capability
job:O00454,cap:端到端学习,requires_capability
job:O00454,cap:目标检测,requires_capability
job:O00454,cap:语义分割,requires_capability
job:O00454,cap:点云处理,requires_capability
job:O00454,cap:深度估计,requires_capability
job:O00454,cap:目标跟踪,requires_capability
job:O01375,cap:强化学习,requires_capability
job:O03545,cap:C++,requires_capability
job:O03545,cap:TensorFlow,requires_capability
job:O03545,cap:TensorRT,requires_capability
job:O03545,cap:ONNX,requires_capability
job:O03545,cap:深度学习,requires_capability
job:O03545,cap:仿真,requires_capability
job:O00094,cap:C++,requires_capability
job:O00094,cap:OpenCV,requires_capability
job:O00094,cap:计算机视觉,requires_capability
job:O00168,cap:传感器,requires_capability
job:O03548,cap:仿真,requires_capability
job:O01703,cap:路径规划,requires_capability
job:O07881,cap:NX/UG,requires_capability
job:O03423,cap:C++,requires_capability
job:O03423,cap:深度学习,requires_capability
job:O03423,cap:机器学习,requires_capability
job:O03423,cap:计算机视觉,requires_capability
job:O01635,cap:C++,requires_capability
job:O01635,cap:CAN,requires_capability
job:O01635,cap:传感器,requires_capability
job:O01635,cap:标定,requires_capability
job:O02064,cap:C++,requires_capability
job:O02064,cap:机器学习,requires_capability
job:O02064,cap:计算机视觉,requires_capability
job:O02064,cap:自然语言处理,requires_capability
job:O02064,cap:多模态,requires_capability
job:O02064,cap:仿真,requires_capability
job:O01952,cap:SolidWorks,requires_capability
job:O01952,cap:Creo,requires_capability
job:O01250,cap:Python,requires_capability
job:O01250,cap:C++,requires_capability
job:O01250,cap:Gazebo,requires_capability
job:O01250,cap:MuJoCo,requires_capability
job:O01250,cap:强化学习,requires_capability
job:O01250,cap:模仿学习,requires_capability
job:O01250,cap:深度学习,requires_capability
job:O01250,cap:运动学,requires_capability
job:O01250,cap:动力学,requires_capability
job:O01250,cap:仿真,requires_capability
job:O02065,cap:C++,requires_capability
job:O02065,cap:机器学习,requires_capability
job:O02065,cap:计算机视觉,requires_capability
job:O02065,cap:自然语言处理,requires_capability
job:O02065,cap:多模态,requires_capability
job:O02065,cap:仿真,requires_capability
job:O01427,cap:强化学习,requires_capability
job:O00060,cap:SolidWorks,requires_capability
job:O00060,cap:Catia,requires_capability
job:O00060,cap:NX/UG,requires_capability
job:O02530,cap:NX/UG,requires_capability
job:O01060,cap:Isaac Sim/Lab,requires_capability
job:O01060,cap:强化学习,requires_capability
job:O01060,cap:Transformer,requires_capability
job:O01060,cap:Diffusion,requires_capability
job:O01060,cap:仿真,requires_capability
job:O01832,cap:仿真,requires_capability
job:O01832,cap:电机驱动,requires_capability
job:O01832,cap:传感器,requires_capability
job:O03488,cap:C++,requires_capability
job:O03488,cap:嵌入式开发,requires_capability
job:O02055,cap:强化学习,requires_capability
job:O02055,cap:模仿学习,requires_capability
job:O02055,cap:深度学习,requires_capability
job:O02055,cap:多模态,requires_capability
job:O02055,cap:端到端学习,requires_capability
job:O02055,cap:仿真,requires_capability
job:O02055,cap:Agent,requires_capability
job:O00654,cap:VLA,requires_capability
job:O00654,cap:深度学习,requires_capability
job:O00654,cap:机器学习,requires_capability
job:O00654,cap:仿真,requires_capability
job:O00654,cap:标定,requires_capability
job:O02529,cap:NX/UG,requires_capability
job:O00309,cap:嵌入式开发,requires_capability
job:O03546,cap:C++,requires_capability
job:O03546,cap:PyTorch,requires_capability
job:O03546,cap:TensorFlow,requires_capability
job:O03546,cap:TensorRT,requires_capability
job:O03546,cap:ONNX,requires_capability
job:O03546,cap:深度学习,requires_capability
job:O03546,cap:仿真,requires_capability
job:O02005,cap:仿真,requires_capability
job:O02005,cap:数据采集,requires_capability
job:O03467,cap:仿真,requires_capability
job:O01893,cap:电机驱动,requires_capability
job:O08104,cap:C++,requires_capability
job:O08104,cap:强化学习,requires_capability
job:O08104,cap:深度学习,requires_capability
job:O08104,cap:计算机视觉,requires_capability
job:O08104,cap:自然语言处理,requires_capability
job:O08104,cap:Prompt Engineering,requires_capability
job:O01962,cap:多模态,requires_capability
job:O01962,cap:目标检测,requires_capability
job:O01962,cap:点云处理,requires_capability
job:O01962,cap:目标跟踪,requires_capability
job:O01962,cap:传感器,requires_capability
job:O03275,cap:SolidWorks,requires_capability
job:O03275,cap:AutoCAD,requires_capability
job:O02056,cap:VLA,requires_capability
job:O02056,cap:强化学习,requires_capability
job:O02056,cap:模仿学习,requires_capability
job:O02056,cap:深度学习,requires_capability
job:O02056,cap:计算机视觉,requires_capability
job:O02056,cap:Diffusion,requires_capability
job:O02056,cap:多模态,requires_capability
job:O07928,cap:电机驱动,requires_capability
job:O01370,cap:C++,requires_capability
job:O01370,cap:Webots,requires_capability
job:O01370,cap:运动控制,requires_capability
job:O01370,cap:运动学,requires_capability
job:O01370,cap:仿真,requires_capability
job:O01417,cap:C++,requires_capability
job:O01417,cap:Webots,requires_capability
job:O01417,cap:运动控制,requires_capability
job:O01417,cap:运动学,requires_capability
job:O01417,cap:仿真,requires_capability
job:O02030,cap:传感器,requires_capability
job:O02609,cap:仿真,requires_capability
job:O02609,cap:NX/UG,requires_capability
job:O02076,cap:VLA,requires_capability
job:O02076,cap:强化学习,requires_capability
job:O02076,cap:模仿学习,requires_capability
job:O02076,cap:深度学习,requires_capability
job:O02076,cap:计算机视觉,requires_capability
job:O02076,cap:Diffusion,requires_capability
job:O02076,cap:多模态,requires_capability
job:O02103,cap:C++,requires_capability
job:O00108,cap:传感器,requires_capability
job:O00108,cap:标定,requires_capability
job:O08231,cap:SolidWorks,requires_capability
job:O01738,cap:C++,requires_capability
job:O01738,cap:自然语言处理,requires_capability
job:O01738,cap:端到端学习,requires_capability
job:O00373,cap:C++,requires_capability
job:O00373,cap:深度学习,requires_capability
job:O00373,cap:计算机视觉,requires_capability
job:O00373,cap:多模态,requires_capability
job:O00373,cap:语义分割,requires_capability
job:O00373,cap:NeRF/3DGS,requires_capability
job:O00373,cap:深度估计,requires_capability
job:O00373,cap:数据采集,requires_capability
job:O00373,cap:标定,requires_capability
job:O00254,cap:SolidWorks,requires_capability
job:O02954,cap:计算机视觉,requires_capability
job:O01449,cap:C++,requires_capability
job:O01449,cap:运动控制,requires_capability
job:O07949,cap:仿真,requires_capability
job:O07949,cap:电机驱动,requires_capability
job:O07949,cap:传感器,requires_capability
job:O07949,cap:Creo,requires_capability
job:O00382,cap:C++,requires_capability
job:O00382,cap:深度学习,requires_capability
job:O00382,cap:计算机视觉,requires_capability
job:O00382,cap:多模态,requires_capability
job:O00382,cap:语义分割,requires_capability
job:O00382,cap:NeRF/3DGS,requires_capability
job:O00382,cap:深度估计,requires_capability
job:O00382,cap:数据采集,requires_capability
job:O00382,cap:标定,requires_capability
job:O00585,cap:C++,requires_capability
job:O00585,cap:ROS/ROS2,requires_capability
job:O00585,cap:传感器,requires_capability
job:O00585,cap:Docker,requires_capability
job:O00585,cap:CI/CD,requires_capability
job:O01856,cap:C++,requires_capability
job:O01856,cap:电机驱动,requires_capability
job:O00286,cap:SolidWorks,requires_capability
job:O00329,cap:C++,requires_capability
job:O00329,cap:深度学习,requires_capability
job:O00329,cap:计算机视觉,requires_capability
job:O00329,cap:多模态,requires_capability
job:O00329,cap:语义分割,requires_capability
job:O00329,cap:NeRF/3DGS,requires_capability
job:O00329,cap:深度估计,requires_capability
job:O00329,cap:数据采集,requires_capability
job:O00329,cap:标定,requires_capability
job:O07952,cap:仿真,requires_capability
job:O07952,cap:电机驱动,requires_capability
job:O07952,cap:SolidWorks,requires_capability
job:O07952,cap:Creo,requires_capability
job:O07950,cap:仿真,requires_capability
job:O07950,cap:电机驱动,requires_capability
job:O07950,cap:SolidWorks,requires_capability
job:O07950,cap:Creo,requires_capability
job:O00370,cap:Python,requires_capability
job:O00370,cap:C++,requires_capability
job:O00370,cap:嵌入式开发,requires_capability
job:O00370,cap:传感器,requires_capability
job:O00052,cap:强化学习,requires_capability
job:O00198,cap:仿真,requires_capability
job:O00337,cap:强化学习,requires_capability
job:O08038,cap:C++,requires_capability
job:O08038,cap:ROS/ROS2,requires_capability
job:O08038,cap:仿真,requires_capability
job:O00832,cap:深度学习,requires_capability
job:O00832,cap:计算机视觉,requires_capability
job:O00832,cap:多模态,requires_capability
job:O00832,cap:目标检测,requires_capability
job:O00362,cap:Python,requires_capability
job:O00362,cap:C++,requires_capability
job:O00362,cap:嵌入式开发,requires_capability
job:O00362,cap:传感器,requires_capability
job:O02289,cap:动力学,requires_capability
job:O02289,cap:仿真,requires_capability
job:O02289,cap:电机驱动,requires_capability
job:O02289,cap:传感器,requires_capability
job:O02292,cap:动力学,requires_capability
job:O02292,cap:仿真,requires_capability
job:O02292,cap:电机驱动,requires_capability
job:O02292,cap:传感器,requires_capability
job:O02624,cap:仿真,requires_capability
job:O02624,cap:NX/UG,requires_capability
job:O08131,cap:嵌入式开发,requires_capability
job:O08131,cap:MCU,requires_capability
job:O08131,cap:电机驱动,requires_capability
job:O08131,cap:传感器,requires_capability
job:O08131,cap:PCB设计,requires_capability
job:O08028,cap:动力学,requires_capability
job:O08028,cap:仿真,requires_capability
job:O00916,cap:CAN,requires_capability
job:O00916,cap:EtherCAT,requires_capability
job:O00916,cap:电机驱动,requires_capability
job:O00916,cap:传感器,requires_capability
job:O01625,cap:Python,requires_capability
job:O01625,cap:C++,requires_capability
job:O01625,cap:深度学习,requires_capability
job:O01625,cap:多模态,requires_capability
job:O01625,cap:NX/UG,requires_capability
job:O00753,cap:嵌入式开发,requires_capability
job:O00753,cap:MCU,requires_capability
job:O00753,cap:电机驱动,requires_capability
job:O07850,cap:C++,requires_capability
job:O07850,cap:仿真,requires_capability
job:O08154,cap:C++,requires_capability
job:O08154,cap:强化学习,requires_capability
job:O08154,cap:模仿学习,requires_capability
job:O08154,cap:深度学习,requires_capability
job:O08154,cap:计算机视觉,requires_capability
