source,target,type
job:O02007,cap:多模态,requires_capability
job:O02007,cap:端到端学习,requires_capability
job:O00116,cap:电机驱动,requires_capability
job:O00116,cap:传感器,requires_capability
job:O07704,cap:Python,requires_capability
job:O07704,cap:C++,requires_capability
job:O07704,cap:ROS/ROS2,requires_capability
job:O07704,cap:电机驱动,requires_capability
job:O08044,cap:Python,requires_capability
job:O08044,cap:Java,requires_capability
job:O08044,cap:多模态,requires_capability
job:O08044,cap:点云处理,requires_capability
job:O08044,cap:数据标注,requires_capability
job:O08033,cap:Python,requires_capability
job:O08033,cap:Java,requires_capability
job:O08033,cap:多模态,requires_capability
job:O08033,cap:点云处理,requires_capability
job:O08033,cap:数据标注,requires_capability
job:O01079,cap:多模态,requires_capability
job:O00092,cap:电机驱动,requires_capability
job:O00092,cap:传感器,requires_capability
job:O08029,cap:ROS/ROS2,requires_capability
job:O08029,cap:传感器,requires_capability
job:O01816,cap:多模态,requires_capability
job:O00328,cap:C++,requires_capability
job:O00328,cap:运动控制,requires_capability
job:O00328,cap:电机驱动,requires_capability
job:O00328,cap:传感器,requires_capability
job:O00328,cap:NX/UG,requires_capability
job:O01641,cap:Python,requires_capability
job:O01641,cap:C++,requires_capability
job:O01641,cap:嵌入式开发,requires_capability
job:O00509,cap:运动控制,requires_capability
job:O00509,cap:运动学,requires_capability
job:O00509,cap:动力学,requires_capability
job:O00509,cap:嵌入式开发,requires_capability
job:O00509,cap:EtherCAT,requires_capability
job:O00509,cap:电机驱动,requires_capability
job:O00509,cap:传感器,requires_capability
job:O00507,cap:运动控制,requires_capability
job:O00507,cap:运动学,requires_capability
job:O00507,cap:动力学,requires_capability
job:O00507,cap:嵌入式开发,requires_capability
job:O00507,cap:EtherCAT,requires_capability
job:O00507,cap:电机驱动,requires_capability
job:O00507,cap:传感器,requires_capability
job:O00411,cap:ROS/ROS2,requires_capability
job:O00411,cap:SLAM,requires_capability
job:O00411,cap:运动控制,requires_capability
job:O00411,cap:嵌入式开发,requires_capability
job:O00411,cap:电机驱动,requires_capability
job:O00411,cap:传感器,requires_capability
job:O00499,cap:ROS/ROS2,requires_capability
job:O00499,cap:SLAM,requires_capability
job:O00499,cap:运动控制,requires_capability
job:O00499,cap:嵌入式开发,requires_capability
job:O00499,cap:电机驱动,requires_capability
job:O00499,cap:传感器,requires_capability
job:O00720,cap:运动控制,requires_capability
job:O00720,cap:嵌入式开发,requires_capability
job:O00720,cap:传感器,requires_capability
job:O00896,cap:强化学习,requires_capability
job:O00896,cap:多模态,requires_capability
job:O00896,cap:端到端学习,requires_capability
job:O00896,cap:仿真,requires_capability
job:O01958,cap:PyTorch,requires_capability
job:O01958,cap:TensorRT,requires_capability
job:O01958,cap:ONNX,requires_capability
job:O01958,cap:ROS/ROS2,requires_capability
job:O01958,cap:多模态,requires_capability
job:O01958,cap:传感器,requires_capability
job:O01958,cap:Agent,requires_capability
job:O00375,cap:传感器,requires_capability
job:O01806,cap:端到端学习,requires_capability
job:O08066,cap:C++,requires_capability
job:O08066,cap:ROS/ROS2,requires_capability
job:O08066,cap:MoveIt,requires_capability
job:O08066,cap:运动控制,requires_capability
job:O08066,cap:阻抗控制,requires_capability
job:O08066,cap:运动学,requires_capability
job:O08066,cap:动力学,requires_capability
job:O08066,cap:嵌入式开发,requires_capability
job:O08066,cap:FPGA,requires_capability
job:O08066,cap:DSP,requires_capability
job:O08066,cap:EtherCAT,requires_capability
job:O08066,cap:电机驱动,requires_capability
job:O08066,cap:Linux,requires_capability
job:O00442,cap:C++,requires_capability
job:O00442,cap:运动控制,requires_capability
job:O00442,cap:仿真,requires_capability
job:O00442,cap:嵌入式开发,requires_capability
job:O00442,cap:EtherCAT,requires_capability
job:O00442,cap:电机驱动,requires_capability
job:O00409,cap:ROS/ROS2,requires_capability
job:O00409,cap:SLAM,requires_capability
job:O00409,cap:运动控制,requires_capability
job:O00409,cap:嵌入式开发,requires_capability
job:O00409,cap:电机驱动,requires_capability
job:O00409,cap:传感器,requires_capability
job:O00410,cap:ROS/ROS2,requires_capability
job:O00410,cap:SLAM,requires_capability
job:O00410,cap:运动控制,requires_capability
job:O00410,cap:嵌入式开发,requires_capability
job:O00410,cap:电机驱动,requires_capability
job:O00410,cap:传感器,requires_capability
job:O00408,cap:ROS/ROS2,requires_capability
job:O00408,cap:SLAM,requires_capability
job:O00408,cap:运动控制,requires_capability
job:O00408,cap:嵌入式开发,requires_capability
job:O00408,cap:电机驱动,requires_capability
job:O00408,cap:传感器,requires_capability
job:O01604,cap:嵌入式开发,requires_capability
job:O01604,cap:MCU,requires_capability
job:O01604,cap:CAN,requires_capability
job:O01604,cap:Linux,requires_capability
job:O01886,cap:Python,requires_capability
job:O01886,cap:C++,requires_capability
job:O01886,cap:PyTorch,requires_capability
job:O01886,cap:CUDA,requires_capability
job:O01886,cap:强化学习,requires_capability
job:O01886,cap:深度学习,requires_capability
job:O01886,cap:Transformer,requires_capability
job:O01886,cap:Diffusion,requires_capability
job:O01123,cap:Python,requires_capability
job:O01123,cap:Docker,requires_capability
job:O01123,cap:Kubernetes,requires_capability
job:O00726,cap:强化学习,requires_capability
job:O00726,cap:模仿学习,requires_capability
job:O00726,cap:多模态,requires_capability
job:O00726,cap:仿真,requires_capability
job:O08217,cap:传感器,requires_capability
job:O08217,cap:数据采集,requires_capability
job:O08217,cap:数据标注,requires_capability
job:O08018,cap:电机驱动,requires_capability
job:O01364,cap:嵌入式开发,requires_capability
job:O01465,cap:电机驱动,requires_capability
job:O01465,cap:PCB设计,requires_capability
job:O02283,cap:CAN,requires_capability
job:O02283,cap:EtherCAT,requires_capability
job:O02283,cap:PCB设计,requires_capability
job:O03421,cap:NX/UG,requires_capability
job:O01736,cap:电机驱动,requires_capability
job:O07705,cap:嵌入式开发,requires_capability
job:O07705,cap:电机驱动,requires_capability
job:O01448,cap:电机驱动,requires_capability
job:O03399,cap:NX/UG,requires_capability
job:O01177,cap:C++,requires_capability
job:O01177,cap:PyTorch,requires_capability
job:O01177,cap:TensorFlow,requires_capability
job:O01177,cap:深度学习,requires_capability
job:O01177,cap:计算机视觉,requires_capability
job:O01177,cap:端到端学习,requires_capability
job:O01177,cap:目标检测,requires_capability
job:O01177,cap:目标跟踪,requires_capability
job:O01177,cap:仿真,requires_capability
job:O01177,cap:嵌入式开发,requires_capability
job:O01177,cap:传感器,requires_capability
job:O00205,cap:端到端学习,requires_capability
job:O00059,cap:端到端学习,requires_capability
job:O00059,cap:传感器,requires_capability
job:O07948,cap:Diffusion,requires_capability
job:O07948,cap:多模态,requires_capability
job:O07948,cap:仿真,requires_capability
job:O07948,cap:DevOps,requires_capability
job:O07948,cap:数据采集,requires_capability
job:O02012,cap:仿真,requires_capability
job:O02012,cap:传感器,requires_capability
job:O02012,cap:SolidWorks,requires_capability
job:O02012,cap:AutoCAD,requires_capability
job:O03431,cap:Transformer,requires_capability
job:O00027,cap:电机驱动,requires_capability
job:O01885,cap:Python,requires_capability
job:O01885,cap:C++,requires_capability
job:O01885,cap:PyTorch,requires_capability
job:O01885,cap:Isaac Sim/Lab,requires_capability
job:O01885,cap:VLA,requires_capability
job:O01885,cap:强化学习,requires_capability
job:O01885,cap:模仿学习,requires_capability
job:O01885,cap:仿真,requires_capability
job:O01772,cap:C++,requires_capability
job:O01772,cap:SLAM,requires_capability
job:O01772,cap:VLA,requires_capability
job:O01772,cap:强化学习,requires_capability
job:O01772,cap:端到端学习,requires_capability
job:O01772,cap:力控,requires_capability
job:O01772,cap:仿真,requires_capability
job:O01772,cap:Linux,requires_capability
job:O01772,cap:CI/CD,requires_capability
job:O03197,cap:仿真,requires_capability
job:O03197,cap:SolidWorks,requires_capability
job:O03197,cap:Creo,requires_capability
job:O00420,cap:RAG,requires_capability
job:O00420,cap:Agent,requires_capability
job:O00420,cap:Prompt Engineering,requires_capability
job:O02086,cap:电机驱动,requires_capability
job:O08223,cap:数据采集,requires_capability
job:O01965,cap:Python,requires_capability
job:O01965,cap:C++,requires_capability
job:O01965,cap:ROS/ROS2,requires_capability
job:O01965,cap:嵌入式开发,requires_capability
job:O01965,cap:Linux,requires_capability
job:O01965,cap:Docker,requires_capability
job:O01965,cap:Git,requires_capability
job:O01965,cap:CI/CD,requires_capability
job:O01064,cap:Python,requires_capability
job:O01064,cap:C++,requires_capability
job:O01064,cap:Gazebo,requires_capability
job:O01064,cap:Isaac Sim/Lab,requires_capability
job:O01064,cap:MuJoCo,requires_capability
job:O01064,cap:强化学习,requires_capability
job:O01064,cap:模仿学习,requires_capability
job:O01064,cap:运动控制,requires_capability
job:O01064,cap:轨迹优化,requires_capability
job:O01064,cap:力控,requires_capability
job:O01064,cap:运动学,requires_capability
job:O01064,cap:动力学,requires_capability
job:O01064,cap:MPC,requires_capability
job:O01064,cap:仿真,requires_capability
job:O01064,cap:嵌入式开发,requires_capability
job:O01064,cap:标定,requires_capability
job:O01017,cap:Python,requires_capability
job:O01017,cap:C++,requires_capability
job:O01017,cap:Gazebo,requires_capability
job:O01017,cap:Isaac Sim/Lab,requires_capability
job:O01017,cap:MuJoCo,requires_capability
job:O01017,cap:强化学习,requires_capability
job:O01017,cap:模仿学习,requires_capability
job:O01017,cap:运动控制,requires_capability
job:O01017,cap:轨迹优化,requires_capability
job:O01017,cap:力控,requires_capability
job:O01017,cap:运动学,requires_capability
job:O01017,cap:动力学,requires_capability
job:O01017,cap:MPC,requires_capability
job:O01017,cap:仿真,requires_capability
job:O01017,cap:嵌入式开发,requires_capability
job:O01017,cap:标定,requires_capability
job:O00941,cap:Python,requires_capability
job:O00941,cap:C++,requires_capability
job:O00941,cap:Gazebo,requires_capability
job:O00941,cap:Isaac Sim/Lab,requires_capability
job:O00941,cap:MuJoCo,requires_capability
job:O00941,cap:强化学习,requires_capability
job:O00941,cap:模仿学习,requires_capability
job:O00941,cap:运动控制,requires_capability
job:O00941,cap:轨迹优化,requires_capability
job:O00941,cap:力控,requires_capability
job:O00941,cap:运动学,requires_capability
job:O00941,cap:动力学,requires_capability
job:O00941,cap:MPC,requires_capability
job:O00941,cap:仿真,requires_capability
job:O00941,cap:嵌入式开发,requires_capability
job:O00941,cap:标定,requires_capability
job:O02235,cap:力控,requires_capability
job:O02235,cap:SolidWorks,requires_capability
job:O02235,cap:Creo,requires_capability
job:O02236,cap:力控,requires_capability
job:O02236,cap:SolidWorks,requires_capability
job:O02236,cap:Creo,requires_capability
job:O01369,cap:C++,requires_capability
job:O01369,cap:嵌入式开发,requires_capability
job:O01369,cap:CI/CD,requires_capability
job:O01369,cap:DevOps,requires_capability
job:O01152,cap:C++,requires_capability
job:O01152,cap:ROS/ROS2,requires_capability
job:O01152,cap:路径规划,requires_capability
job:O01152,cap:嵌入式开发,requires_capability
job:O01152,cap:传感器,requires_capability
job:O01152,cap:Linux,requires_capability
job:O01152,cap:Docker,requires_capability
job:O01152,cap:CI/CD,requires_capability
job:O01180,cap:C++,requires_capability
job:O01180,cap:多模态,requires_capability
job:O01180,cap:端到端学习,requires_capability
job:O01180,cap:路径规划,requires_capability
job:O01180,cap:轨迹优化,requires_capability
job:O01180,cap:MPC,requires_capability
job:O01180,cap:仿真,requires_capability
job:O01180,cap:传感器,requires_capability
job:O02126,cap:Python,requires_capability
job:O02126,cap:C++,requires_capability
job:O02126,cap:Isaac Sim/Lab,requires_capability
job:O02126,cap:深度学习,requires_capability
job:O02126,cap:路径规划,requires_capability
job:O02126,cap:轨迹优化,requires_capability
job:O02126,cap:运动学,requires_capability
job:O02126,cap:MPC,requires_capability
job:O02126,cap:仿真,requires_capability
job:O02126,cap:传感器,requires_capability
job:O07954,cap:Python,requires_capability
job:O07954,cap:C++,requires_capability
job:O07954,cap:TensorRT,requires_capability
job:O07954,cap:ONNX,requires_capability
job:O07954,cap:ROS/ROS2,requires_capability
job:O07954,cap:Gazebo,requires_capability
job:O07954,cap:Isaac Sim/Lab,requires_capability
job:O07954,cap:MuJoCo,requires_capability
job:O07954,cap:仿真,requires_capability
job:O07954,cap:嵌入式开发,requires_capability
job:O07954,cap:传感器,requires_capability
job:O07954,cap:Linux,requires_capability
job:O07954,cap:Docker,requires_capability
job:O07954,cap:Kubernetes,requires_capability
job:O07954,cap:DevOps,requires_capability
job:O07977,cap:Python,requires_capability
job:O07977,cap:C++,requires_capability
job:O07977,cap:TensorRT,requires_capability
job:O07977,cap:ONNX,requires_capability
job:O07977,cap:ROS/ROS2,requires_capability
job:O07977,cap:Gazebo,requires_capability
job:O07977,cap:Isaac Sim/Lab,requires_capability
job:O07977,cap:MuJoCo,requires_capability
job:O07977,cap:仿真,requires_capability
job:O07977,cap:嵌入式开发,requires_capability
job:O07977,cap:传感器,requires_capability
job:O07977,cap:Linux,requires_capability
job:O07977,cap:Docker,requires_capability
job:O07977,cap:Kubernetes,requires_capability
job:O07977,cap:DevOps,requires_capability
job:O00685,cap:Python,requires_capability
job:O00685,cap:C++,requires_capability
job:O00685,cap:嵌入式开发,requires_capability
job:O02214,cap:数据采集,requires_capability
job:O01255,cap:数据采集,requires_capability
job:O00816,cap:Python,requires_capability
job:O00816,cap:C++,requires_capability
job:O00816,cap:嵌入式开发,requires_capability
job:O01620,cap:强化学习,requires_capability
job:O01620,cap:数据采集,requires_capability
job:O03264,cap:运动学,requires_capability
job:O03264,cap:动力学,requires_capability
job:O03264,cap:仿真,requires_capability
job:O03264,cap:电机驱动,requires_capability
job:O00737,cap:运动控制,requires_capability
job:O00556,cap:端到端学习,requires_capability
job:O00985,cap:端到端学习,requires_capability
job:O00406,cap:Python,requires_capability
job:O00406,cap:PyTorch,requires_capability
job:O00406,cap:TensorRT,requires_capability
job:O00406,cap:LLM,requires_capability
job:O00406,cap:深度学习,requires_capability
job:O00406,cap:自然语言处理,requires_capability
job:O00406,cap:多模态,requires_capability
job:O00406,cap:Linux,requires_capability
job:O00406,cap:Docker,requires_capability
job:O00406,cap:Git,requires_capability
job:O00406,cap:RAG,requires_capability
job:O00406,cap:Agent,requires_capability
job:O07849,cap:Python,requires_capability
job:O07849,cap:ROS/ROS2,requires_capability
job:O07849,cap:Gazebo,requires_capability
job:O07849,cap:运动控制,requires_capability
job:O07849,cap:仿真,requires_capability
job:O07849,cap:数据采集,requires_capability
job:O07849,cap:数据标注,requires_capability
job:O07895,cap:运动控制,requires_capability
job:O07895,cap:传感器,requires_capability
job:O00006,cap:C++,requires_capability
job:O00006,cap:PyTorch,requires_capability
job:O00006,cap:深度学习,requires_capability
job:O00006,cap:机器学习,requires_capability
job:O00006,cap:数据采集,requires_capability
job:O07929,cap:PyTorch,requires_capability
job:O07929,cap:Isaac Sim/Lab,requires_capability
job:O07929,cap:MuJoCo,requires_capability
job:O07929,cap:计算机视觉,requires_capability
job:O07929,cap:点云处理,requires_capability
job:O07929,cap:NeRF/3DGS,requires_capability
job:O07929,cap:仿真,requires_capability
job:O01271,cap:Python,requires_capability
job:O01271,cap:C++,requires_capability
job:O01271,cap:ROS/ROS2,requires_capability
job:O01271,cap:Gazebo,requires_capability
job:O01271,cap:Isaac Sim/Lab,requires_capability
job:O01271,cap:MuJoCo,requires_capability
job:O01271,cap:强化学习,requires_capability
job:O01271,cap:运动控制,requires_capability
job:O01271,cap:轨迹优化,requires_capability
job:O01271,cap:阻抗控制,requires_capability
job:O01271,cap:动力学,requires_capability
job:O01271,cap:MPC,requires_capability
job:O01271,cap:仿真,requires_capability
job:O01259,cap:数据采集,requires_capability
job:O07969,cap:仿真,requires_capability
job:O07969,cap:嵌入式开发,requires_capability
job:O07969,cap:CAN,requires_capability
job:O07969,cap:EtherCAT,requires_capability
job:O07969,cap:电机驱动,requires_capability
job:O07969,cap:传感器,requires_capability
job:O07861,cap:Python,requires_capability
job:O07861,cap:C++,requires_capability
job:O07861,cap:PyTorch,requires_capability
job:O07861,cap:TensorFlow,requires_capability
job:O07861,cap:Isaac Sim/Lab,requires_capability
job:O07861,cap:MuJoCo,requires_capability
job:O07861,cap:强化学习,requires_capability
job:O07861,cap:模仿学习,requires_capability
job:O07861,cap:深度学习,requires_capability
job:O07861,cap:多模态,requires_capability
job:O07861,cap:运动控制,requires_capability
job:O07861,cap:运动学,requires_capability
job:O07861,cap:仿真,requires_capability
job:O07861,cap:电机驱动,requires_capability
job:O01262,cap:数据采集,requires_capability
job:O02274,cap:Python,requires_capability
job:O02274,cap:C++,requires_capability
job:O02274,cap:强化学习,requires_capability
job:O02274,cap:模仿学习,requires_capability
job:O02274,cap:深度学习,requires_capability
job:O02274,cap:计算机视觉,requires_capability
job:O02274,cap:力控,requires_capability
job:O02274,cap:Linux,requires_capability
job:O00486,cap:C++,requires_capability
job:O00486,cap:嵌入式开发,requires_capability
job:O00486,cap:MCU,requires_capability
job:O00486,cap:FPGA,requires_capability
job:O00486,cap:CAN,requires_capability
job:O00486,cap:EtherCAT,requires_capability
job:O00486,cap:传感器,requires_capability
job:O00486,cap:Linux,requires_capability
job:O00486,cap:Git,requires_capability
job:O01256,cap:数据采集,requires_capability
job:O01050,cap:ROS/ROS2,requires_capability
job:O01050,cap:仿真,requires_capability
job:O02307,cap:C++,requires_capability
job:O02307,cap:CUDA,requires_capability
job:O02307,cap:深度学习,requires_capability
job:O02307,cap:机器学习,requires_capability
job:O02307,cap:计算机视觉,requires_capability
job:O02307,cap:目标检测,requires_capability
job:O02307,cap:嵌入式开发,requires_capability
job:O01982,cap:Java,requires_capability
job:O01982,cap:LLM,requires_capability
job:O01982,cap:Kubernetes,requires_capability
job:O00473,cap:PyTorch,requires_capability
job:O00473,cap:TensorFlow,requires_capability
job:O00473,cap:深度学习,requires_capability
job:O00473,cap:端到端学习,requires_capability
job:O00473,cap:RAG,requires_capability
job:O01773,cap:PyTorch,requires_capability
job:O01773,cap:TensorRT,requires_capability
job:O01773,cap:ONNX,requires_capability
job:O01773,cap:LLM,requires_capability
job:O01773,cap:深度学习,requires_capability
job:O01773,cap:Transformer,requires_capability
job:O01773,cap:多模态,requires_capability
job:O00757,cap:端到端学习,requires_capability
job:O01469,cap:Python,requires_capability
job:O01469,cap:PyTorch,requires_capability
job:O01469,cap:TensorFlow,requires_capability
job:O01469,cap:VLA,requires_capability
job:O01469,cap:LLM,requires_capability
job:O01469,cap:深度学习,requires_capability
job:O01469,cap:计算机视觉,requires_capability
job:O01469,cap:自然语言处理,requires_capability
job:O01469,cap:Transformer,requires_capability
job:O01469,cap:多模态,requires_capability
job:O01469,cap:端到端学习,requires_capability
job:O00892,cap:端到端学习,requires_capability
job:O07939,cap:传感器,requires_capability
job:O07939,cap:Creo,requires_capability
job:O00281,cap:Python,requires_capability
job:O00281,cap:C++,requires_capability
job:O00281,cap:深度学习,requires_capability
job:O00281,cap:计算机视觉,requires_capability
job:O00281,cap:点云处理,requires_capability
job:O00281,cap:CAN,requires_capability
job:O00281,cap:传感器,requires_capability
job:O00281,cap:CI/CD,requires_capability
job:O00281,cap:数据采集,requires_capability
job:O00300,cap:Python,requires_capability
job:O00300,cap:C++,requires_capability
job:O00300,cap:深度学习,requires_capability
job:O00300,cap:计算机视觉,requires_capability
job:O00300,cap:点云处理,requires_capability
job:O00300,cap:CAN,requires_capability
job:O00300,cap:传感器,requires_capability
job:O00300,cap:CI/CD,requires_capability
job:O00300,cap:数据采集,requires_capability
job:O01797,cap:力控,requires_capability
job:O01797,cap:运动学,requires_capability
job:O01797,cap:动力学,requires_capability
job:O01797,cap:仿真,requires_capability
job:O01797,cap:电机驱动,requires_capability
job:O01797,cap:SolidWorks,requires_capability
job:O01797,cap:Catia,requires_capability
job:O01797,cap:Creo,requires_capability
job:O01797,cap:NX/UG,requires_capability
job:O00436,cap:Python,requires_capability
job:O00436,cap:C++,requires_capability
job:O00436,cap:PyTorch,requires_capability
job:O00436,cap:VLA,requires_capability
job:O00436,cap:多模态,requires_capability
job:O00436,cap:点云处理,requires_capability
job:O00436,cap:数据采集,requires_capability
job:O00447,cap:Python,requires_capability
job:O00447,cap:C++,requires_capability
job:O00447,cap:PyTorch,requires_capability
job:O00447,cap:VLA,requires_capability
job:O00447,cap:多模态,requires_capability
job:O00447,cap:点云处理,requires_capability
job:O00447,cap:数据采集,requires_capability
job:O07970,cap:仿真,requires_capability
job:O07970,cap:嵌入式开发,requires_capability
job:O07970,cap:数据采集,requires_capability
job:O07968,cap:仿真,requires_capability
job:O07968,cap:嵌入式开发,requires_capability
job:O07968,cap:数据采集,requires_capability
job:O00695,cap:SolidWorks,requires_capability
job:O00695,cap:AutoCAD,requires_capability
job:O07886,cap:C++,requires_capability
job:O07886,cap:ROS/ROS2,requires_capability
job:O07886,cap:Linux,requires_capability
job:O01884,cap:Python,requires_capability
job:O01884,cap:C++,requires_capability
job:O01884,cap:PyTorch,requires_capability
job:O01884,cap:VLA,requires_capability
job:O01884,cap:多模态,requires_capability
job:O01884,cap:点云处理,requires_capability
job:O01884,cap:数据采集,requires_capability
job:O00167,cap:嵌入式开发,requires_capability
job:O00899,cap:C++,requires_capability
job:O00899,cap:PyTorch,requires_capability
job:O00899,cap:TensorFlow,requires_capability
job:O00899,cap:深度学习,requires_capability
job:O00899,cap:计算机视觉,requires_capability
job:O00899,cap:运动控制,requires_capability
job:O00899,cap:运动学,requires_capability
job:O00899,cap:目标检测,requires_capability
job:O00899,cap:点云处理,requires_capability
job:O00899,cap:标定,requires_capability
job:O02441,cap:SolidWorks,requires_capability
job:O00626,cap:Python,requires_capability
job:O00626,cap:C++,requires_capability
job:O00626,cap:PyTorch,requires_capability
job:O00626,cap:TensorRT,requires_capability
job:O00626,cap:ONNX,requires_capability
job:O00626,cap:LLM,requires_capability
job:O00626,cap:深度学习,requires_capability
job:O00626,cap:机器学习,requires_capability
job:O00626,cap:Transformer,requires_capability
job:O00626,cap:Diffusion,requires_capability
job:O00357,cap:传感器,requires_capability
job:O08207,cap:仿真,requires_capability
job:O08207,cap:CAN,requires_capability
job:O07916,cap:嵌入式开发,requires_capability
job:O00240,cap:传感器,requires_capability
job:O00716,cap:计算机视觉,requires_capability
job:O00716,cap:运动控制,requires_capability
job:O00716,cap:目标检测,requires_capability
job:O00716,cap:NeRF/3DGS,requires_capability
job:O00716,cap:深度估计,requires_capability
job:O00716,cap:传感器,requires_capability
job:O00323,cap:Python,requires_capability
job:O00197,cap:传感器,requires_capability
job:O01244,cap:Python,requires_capability
job:O01244,cap:C++,requires_capability
job:O01244,cap:ROS/ROS2,requires_capability
job:O01244,cap:嵌入式开发,requires_capability
job:O01244,cap:CAN,requires_capability
job:O01244,cap:EtherCAT,requires_capability
job:O01244,cap:Linux,requires_capability
job:O01244,cap:Git,requires_capability
job:O01244,cap:CI/CD,requires_capability
job:O02128,cap:Python,requires_capability
job:O02128,cap:PyTorch,requires_capability
job:O02128,cap:深度学习,requires_capability
job:O02128,cap:自然语言处理,requires_capability
job:O02128,cap:Transformer,requires_capability
job:O02128,cap:多模态,requires_capability
job:O02128,cap:Agent,requires_capability
job:O02128,cap:Prompt Engineering,requires_capability
job:O02128,cap:LangChain,requires_capability
job:O01374,cap:运动学,requires_capability
job:O01374,cap:动力学,requires_capability
job:O01374,cap:仿真,requires_capability
job:O01374,cap:标定,requires_capability
job:O01976,cap:C++,requires_capability
job:O01976,cap:自然语言处理,requires_capability
job:O01976,cap:端到端学习,requires_capability
job:O00478,cap:PyTorch,requires_capability
job:O00478,cap:TensorFlow,requires_capability
job:O00478,cap:深度学习,requires_capability
job:O00478,cap:机器学习,requires_capability
job:O00478,cap:多模态,requires_capability
job:O00891,cap:C++,requires_capability
job:O00891,cap:ROS/ROS2,requires_capability
job:O00891,cap:CI/CD,requires_capability
job:O00701,cap:C++,requires_capability
job:O00701,cap:ROS/ROS2,requires_capability
job:O00701,cap:CI/CD,requires_capability
job:O08026,cap:Python,requires_capability
job:O08026,cap:C++,requires_capability
job:O08026,cap:ROS/ROS2,requires_capability
job:O08026,cap:LLM,requires_capability
job:O08026,cap:多模态,requires_capability
job:O08026,cap:RAG,requires_capability
job:O08026,cap:Agent,requires_capability
job:O07964,cap:仿真,requires_capability
job:O07964,cap:嵌入式开发,requires_capability
job:O07964,cap:数据采集,requires_capability
job:O07943,cap:仿真,requires_capability
job:O07943,cap:嵌入式开发,requires_capability
job:O07943,cap:数据采集,requires_capability
job:O00453,cap:Python,requires_capability
job:O00453,cap:C++,requires_capability
job:O00453,cap:PyTorch,requires_capability
job:O00453,cap:TensorRT,requires_capability
job:O00453,cap:ONNX,requires_capability
job:O00453,cap:机器学习,requires_capability
job:O00453,cap:计算机视觉,requires_capability
job:O00453,cap:多模态,requires_capability
job:O00453,cap:传感器,requires_capability
job:O03460,cap:C++,requires_capability
job:O08205,cap:运动控制,requires_capability
job:O08205,cap:仿真,requires_capability
job:O08205,cap:嵌入式开发,requires_capability
job:O08205,cap:CAN,requires_capability
job:O08205,cap:EtherCAT,requires_capability
job:O08205,cap:传感器,requires_capability
job:O07887,cap:C++,requires_capability
job:O07887,cap:ROS/ROS2,requires_capability
job:O07887,cap:Linux,requires_capability
job:O07942,cap:SolidWorks,requires_capability
job:O02273,cap:运动控制,requires_capability
job:O00634,cap:端到端学习,requires_capability
job:O01841,cap:Python,requires_capability
job:O01841,cap:C++,requires_capability
job:O01841,cap:ROS/ROS2,requires_capability
job:O01841,cap:强化学习,requires_capability
job:O01841,cap:模仿学习,requires_capability
job:O01841,cap:机器学习,requires_capability
job:O01841,cap:力控,requires_capability
job:O01841,cap:数据采集,requires_capability
job:O01841,cap:标定,requires_capability
job:O01327,cap:C++,requires_capability
job:O01327,cap:ROS/ROS2,requires_capability
job:O01327,cap:强化学习,requires_capability
job:O01327,cap:深度学习,requires_capability
job:O01327,cap:仿真,requires_capability
job:O01327,cap:传感器,requires_capability
job:O01327,cap:Linux,requires_capability
job:O01327,cap:数据采集,requires_capability
job:O08166,cap:SolidWorks,requires_capability
job:O01774,cap:C++,requires_capability
job:O01774,cap:PyTorch,requires_capability
job:O01774,cap:CUDA,requires_capability
job:O01774,cap:深度学习,requires_capability
job:O00443,cap:C++,requires_capability
job:O00443,cap:运动控制,requires_capability
job:O00443,cap:运动学,requires_capability
job:O00443,cap:动力学,requires_capability
job:O00443,cap:仿真,requires_capability
job:O00443,cap:嵌入式开发,requires_capability
job:O00443,cap:CAN,requires_capability
job:O00443,cap:EtherCAT,requires_capability
job:O00443,cap:电机驱动,requires_capability
job:O00443,cap:标定,requires_capability
job:O01726,cap:强化学习,requires_capability
job:O01726,cap:深度学习,requires_capability
job:O01726,cap:Diffusion,requires_capability
job:O01726,cap:多模态,requires_capability
job:O01726,cap:运动学,requires_capability
job:O03204,cap:仿真,requires_capability
job:O07963,cap:运动学,requires_capability
job:O07963,cap:嵌入式开发,requires_capability
job:O07963,cap:传感器,requires_capability
job:O00632,cap:强化学习,requires_capability
job:O00023,cap:嵌入式开发,requires_capability
job:O07926,cap:VLA,requires_capability
job:O07926,cap:模仿学习,requires_capability
job:O07926,cap:多模态,requires_capability
job:O07926,cap:运动控制,requires_capability
job:O07926,cap:力控,requires_capability
job:O07926,cap:仿真,requires_capability
job:O07926,cap:传感器,requires_capability
job:O07926,cap:数据采集,requires_capability
job:O00598,cap:强化学习,requires_capability
job:O00598,cap:NeRF/3DGS,requires_capability
job:O00598,cap:仿真,requires_capability
job:O00598,cap:数据采集,requires_capability
job:O01142,cap:强化学习,requires_capability
job:O01142,cap:NeRF/3DGS,requires_capability
job:O01142,cap:仿真,requires_capability
job:O01142,cap:数据采集,requires_capability
job:O00471,cap:Python,requires_capability
job:O00471,cap:Java,requires_capability
job:O00471,cap:Go,requires_capability
job:O00471,cap:Linux,requires_capability
job:O00471,cap:Docker,requires_capability
job:O00471,cap:Git,requires_capability
job:O00471,cap:Agent,requires_capability
job:O00704,cap:ROS/ROS2,requires_capability
job:O00704,cap:SLAM,requires_capability
